Car Make,Car Model,Year,Mileage,Price,Fuel Type,Color,Transmission,Condition,Accident,Price_Class,Age,LogMileage,Backup Camera,Bluetooth,GPS,Heated Seats,Leather Seats,Navigation,Remote Start,Sunroof
14,79,2010,78755,-0.37698751665298513,3,3,0,1,1,2,1.7053898282358029,0.44168804282879115,0,1,0,1,0,0,0,0
14,101,2015,16860,-0.42983086598489884,0,7,1,1,1,1,0.3742657818709628,-1.4593878085876537,1,1,1,0,0,0,1,0
11,27,2016,102831,-0.20889589374154852,1,5,1,1,1,2,0.10804097259799482,0.7706831533771498,1,0,1,1,0,0,1,0
11,19,2022,129189,-0.3632946660259255,0,2,0,0,1,2,-1.4893078830398132,1.0521257836526146,1,0,0,0,0,0,0,1
28,16,2015,137989,-0.19018636952538182,3,2,1,0,1,2,0.3742657818709628,1.1334020377693617,0,1,1,1,0,0,0,0
25,65,2014,11985,-0.31982836627504074,1,2,0,2,1,2,0.6404905911439308,-1.8802968614458542,1,0,0,1,1,0,0,1
11,13,2010,33808,-0.5473802277627858,3,7,1,1,1,1,1.7053898282358029,-0.6012941641853408,1,0,0,0,0,0,0,1
9,37,2021,21326,-0.14440562776901897,0,5,1,2,0,2,-1.2230830737668452,-1.1695791283179797,0,1,0,0,1,0,1,1
6,41,2020,74300,-0.31245083919698935,0,1,1,2,1,2,-0.9568582644938772,0.3698681028752604,0,1,0,0,0,0,1,0
20,9,2015,130777,-0.4588423076538249,1,3,0,2,1,1,0.3742657818709628,1.0671940692162705,0,1,0,1,1,0,1,0
10,50,2021,25717,-0.39612847156052855,3,3,1,1,0,2,-1.2230830737668452,-0.9386686052500481,1,1,0,1,0,0,0,0
11,27,2019,67726,-0.5184274307852419,0,1,0,1,1,1,-0.6906334552209091,0.255608159670266,0,0,1,1,0,0,0,1
11,27,2018,46403,-0.42628641072042023,3,9,0,0,1,1,-0.4244086459479412,-0.21073290812747628,0,0,1,1,0,0,1,0
7,25,2018,14777,-0.1425942725481029,0,4,0,1,1,2,-0.4244086459479412,-1.6220261785664087,0,1,1,1,1,0,0,0
27,58,2019,33128,0.011553454388081296,1,3,1,2,0,2,-0.6906334552209091,-0.6263540423928118,1,0,0,0,0,0,1,0
23,68,2013,34529,-0.4689944383470672,3,3,0,1,1,1,0.9067154004168988,-0.5752679742405964,1,0,0,1,1,0,0,0
5,107,2020,111296,-0.19091450998228518,1,0,1,2,1,2,-0.9568582644938772,0.8682507709746067,0,0,0,0,1,0,0,1
12,99,2010,73363,-0.43935994352384145,3,3,1,0,1,1,1.7053898282358029,0.35421517134736374,0,1,0,1,1,0,0,0
10,45,2017,85427,-0.564787242177368,1,0,1,0,1,1,-0.15818383667497318,0.5419860434365157,0,0,0,0,1,0,0,1
11,87,2021,102943,-0.4212784529028562,3,5,0,1,1,1,-1.2230830737668452,0.7720257674035302,1,1,1,1,0,0,0,0
7,82,2010,148562,-0.1483886419808861,0,2,0,1,1,2,1.7053898282358029,1.224460079764239,0,0,1,1,1,0,0,1
2,116,2017,19584,-0.40021865863461864,3,9,0,2,1,2,-0.15818383667497318,-1.2746755522123376,0,0,1,1,0,0,0,1
22,14,2021,62121,-0.3302489427318063,2,4,1,2,1,2,-1.2230830737668452,0.14906273720393792,0,0,1,0,0,0,0,0
13,117,2014,112182,-0.5126583370899331,0,4,1,0,0,1,0.6404905911439308,0.8780304628055602,1,0,1,0,1,0,0,1
14,79,2012,145839,-0.43404593761409743,0,1,0,1,1,1,1.172940209689867,1.201643758132392,1,0,0,1,0,0,1,1
6,69,2013,69883,-0.3961883613621309,0,3,0,2,1,2,0.9067154004168988,0.29427693351606937,0,0,0,0,0,0,1,0
25,65,2022,9101,-0.5194313631559689,2,0,0,0,1,1,-1.4893078830398132,-2.2197794359956085,0,0,1,1,0,0,0,0
18,21,2013,146494,-0.5325407551337384,2,8,1,1,1,1,0.9067154004168988,1.207170752823002,0,1,0,0,1,0,1,0
16,93,2016,83774,-0.5001078750901116,0,4,1,1,1,1,0.10804097259799482,0.5178866314084475,1,1,0,0,0,0,1,1
25,51,2014,103686,-0.5512492832617288,3,1,0,0,1,1,0.6404905911439308,0.7808957556294712,1,0,1,1,0,0,0,1
6,107,2012,106821,-0.5182030619235215,0,7,0,0,1,1,1.172940209689867,0.8176347125796012,1,0,0,0,0,0,0,0
20,18,2014,103872,-0.2768183994199411,2,0,0,2,1,2,0.6404905911439308,0.7831062898056939,0,1,1,1,1,0,0,0
20,39,2021,35753,-0.2358003598954744,3,1,0,0,1,2,-1.2230830737668452,-0.5323047670645311,0,1,0,0,0,0,1,1
23,104,2020,99177,-0.4814677035132225,1,5,1,0,1,1,-0.9568582644938772,0.7260589084052763,0,1,0,1,1,0,1,0
12,96,2010,63005,-0.2389531034846079,2,3,1,0,1,2,1.7053898282358029,0.16649014616892388,0,1,0,0,1,0,0,0
18,67,2013,135888,-0.34575181008629524,1,3,1,2,1,2,0.9067154004168988,1.1144784415119457,0,1,0,1,1,0,1,0
11,48,2017,53247,-0.1405382220411181,2,5,0,1,1,2,-0.15818383667497318,-0.04105080278969221,0,0,0,0,0,0,0,1
11,13,2011,44591,-0.6491545410919997,3,7,0,2,1,4,1.4391650189628349,-0.25986000940182524,1,0,1,0,0,0,1,1
27,23,2018,77021,-0.35410276433467347,1,6,1,1,1,2,-0.4244086459479412,0.41422878830425247,1,0,0,0,0,0,0,0
11,13,2013,143007,-0.5128467222662831,1,3,1,1,1,1,0.9067154004168988,1.17745766972693,1,0,0,1,1,0,0,1
28,62,2020,13305,-0.6018882894594054,3,4,1,1,1,1,-0.9568582644938772,-1.7514382711955654,0,0,1,0,0,0,0,1
25,61,2019,29998,-0.152925450091042,2,1,0,2,1,2,-0.6906334552209091,-0.7487610850423093,0,1,1,0,0,0,1,0
6,107,2020,13625,-0.5537843276705104,1,6,0,2,1,1,-0.9568582644938772,-1.7221273379426023,1,1,1,0,1,0,0,0
7,113,2020,146705,-0.4684084894773361,0,0,1,1,1,1,-0.9568582644938772,1.208945943132119,0,1,1,0,1,0,0,1
12,40,2020,76651,-0.21525479614827167,3,9,0,0,1,2,-0.9568582644938772,0.40828956023316637,1,0,0,1,1,0,0,1
2,116,2014,69605,-0.25472217540422337,2,3,0,0,1,2,0.6404905911439308,0.2893607268431183,1,1,1,0,0,0,1,0
27,58,2017,99350,-0.2276944433384755,2,8,0,1,1,2,-0.15818383667497318,0.7282084709858984,1,0,0,1,0,0,1,1
1,11,2011,97776,-0.343747431653458,1,4,0,0,1,2,1.4391650189628349,0.7085117706642784,1,0,1,0,1,0,1,0
7,38,2012,104806,-0.5593047728548007,1,3,1,0,1,1,1.172940209689867,0.794146994233855,0,0,0,0,1,0,0,0
25,61,2016,83578,-0.3829619290236417,2,7,1,1,1,2,0.10804097259799482,0.514997628306491,0,0,1,0,0,0,0,1
11,19,2010,108728,-0.4681354368059973,3,7,1,0,1,1,1.7053898282358029,0.8394589871890521,0,1,0,0,0,0,1,0
9,5,2017,87361,-0.5547464243378315,3,7,1,2,1,1,-0.15818383667497318,0.5695971516015989,0,1,0,0,0,0,0,1
22,97,2015,34855,-0.13203972223161975,0,2,0,2,1,2,0.3742657818709628,-0.5636781518868977,0,1,0,1,1,0,0,1
2,114,2020,135889,-0.576294550834519,1,1,1,2,1,1,-0.9568582644938772,1.1144875178766651,0,0,1,1,0,0,1,1
9,37,2019,110068,-0.35487074831863047,3,5,0,0,1,2,-0.6906334552209091,0.8545665606860133,0,0,0,0,0,0,1,0
26,76,2012,16612,-0.3387044862387001,3,7,1,1,1,2,1.172940209689867,-1.4776637539312751,0,1,0,0,0,0,0,0
26,75,2017,103073,-0.4351242030649839,0,7,0,0,1,1,-0.15818383667497318,0.7735823281654862,0,0,1,1,0,0,0,1
11,19,2014,94932,-0.3991538403741128,0,5,1,0,1,2,0.6404905911439308,0.6721047862230495,0,0,0,0,0,0,0,1
23,68,2011,83712,-0.6292406217596176,2,6,1,2,1,1,1.4391650189628349,0.5169734946031102,0,0,0,1,1,0,0,0
16,93,2018,46978,-0.46882323569175904,3,9,0,0,1,1,-0.4244086459479412,-0.19554376246931482,0,0,0,1,0,0,1,0
25,30,2010,56727,-0.4023797964442071,3,4,0,2,1,2,1.7053898282358029,0.03703178084145882,0,1,0,1,0,0,0,0
2,116,2011,145742,-0.5495230624521341,1,1,1,1,1,1,1.4391650189628349,1.2008231470352633,1,1,0,1,0,0,0,1
9,37,2019,34945,-0.4593344997239581,3,2,0,2,1,1,-0.6906334552209091,-0.5604975982860573,0,0,0,1,0,0,0,0
11,19,2011,67540,-0.4831722594049818,0,7,0,2,1,1,1.4391650189628349,0.25221623667316795,1,0,0,0,1,0,1,1
25,51,2017,145870,-0.26574638129585004,0,5,0,0,1,2,-0.15818383667497318,1.2019059002025287,0,1,0,0,1,0,0,0
23,104,2010,99119,-0.12095985991314005,3,8,0,0,1,2,1.7053898282358029,0.7253374064585141,1,0,0,1,0,0,1,1
13,118,2011,13089,-0.20834480795798924,0,3,0,0,1,2,1.4391650189628349,-1.7716244056132382,1,0,0,0,1,0,0,1
13,60,2018,34677,-0.33338512635500817,1,5,1,2,1,2,-0.4244086459479412,-0.569992835168556,1,0,1,0,1,0,0,1
26,76,2010,122894,-0.5070212250779893,2,9,0,1,1,1,1.7053898282358029,0.9905135628141174,1,0,0,1,0,0,1,0
25,51,2019,41499,-0.2145257841142139,0,6,1,2,1,2,-0.6906334552209091,-0.34849217463508714,0,1,0,1,0,0,0,0
28,85,2019,75082,-0.12064870686905634,2,8,1,1,1,2,-0.6906334552209091,0.3827813205319615,0,0,0,1,1,0,0,0
26,75,2021,89435,-0.19007854298029306,3,9,0,2,1,2,-1.2230830737668452,0.598535861250146,1,0,1,0,0,0,1,1
18,67,2021,77935,-0.26503442727181203,1,9,1,0,1,2,-1.2230830737668452,0.428778857716814,0,0,0,1,0,0,0,0
23,68,2011,145096,-0.4314365601251566,3,1,1,0,1,1,1.4391650189628349,1.1953440759936487,1,1,0,1,0,0,0,0
11,48,2017,95109,-0.15328204965817127,2,6,0,2,1,2,-0.15818383667497318,0.6744022535809908,0,0,1,0,0,0,0,0
5,31,2017,5177,-0.09854999263289757,3,1,0,2,1,2,-0.15818383667497318,-2.915500117416929,0,1,0,0,0,0,1,0
2,3,2014,26606,-0.4459326313554113,0,6,1,2,1,1,0.6404905911439308,-0.8967543115575104,0,0,0,1,0,0,0,1
2,0,2010,60947,-0.38712196678109756,0,2,0,2,1,2,1.7053898282358029,0.12553084201083634,0,0,1,0,0,0,0,0
12,40,2016,39648,-0.38662130796146543,0,4,0,2,1,2,0.10804097259799482,-0.4047685889786755,0,1,0,0,0,0,0,0
14,52,2012,105328,-0.22090697399388268,0,8,0,2,1,2,1.172940209689867,0.8002747122319441,0,1,0,0,0,0,0,1
20,39,2016,120968,-0.17243993806471236,2,0,0,1,1,2,0.10804097259799482,0.97103102826299,0,1,0,0,1,0,0,1
26,76,2020,27085,-0.5152286181179527,1,6,1,1,1,1,-0.9568582644938772,-0.8747474961670678,0,1,1,1,1,0,0,0
13,119,2011,68198,-0.3743607076209584,2,5,0,0,1,2,1.4391650189628349,0.26417398161841166,1,0,0,0,0,0,0,1
25,61,2018,50290,-0.22692147891363681,2,6,0,1,1,2,-0.4244086459479412,-0.111519024225315,0,0,1,0,0,0,1,0
18,67,2014,136346,-0.22446512547078598,3,4,0,2,1,2,0.6404905911439308,1.1186284421937156,0,1,1,0,0,0,1,0
16,93,2022,45731,-0.3537373244849792,3,2,0,0,1,2,-1.4893078830398132,-0.2287247429629288,0,0,1,0,1,0,0,0
2,114,2011,123848,-0.3112068495757646,2,3,0,1,1,2,1.4391650189628349,1.0000510018123585,0,0,1,1,0,0,0,0
5,31,2015,142102,-0.3644767736691952,1,8,1,1,1,2,0.3742657818709628,1.1696276311857705,0,0,0,0,0,0,1,0
27,58,2022,117544,-0.5018858924848759,2,3,0,0,1,1,-1.4893078830398132,0.9356168188071023,1,0,1,0,0,0,0,1
5,69,2012,71877,-0.22098068451893169,2,1,0,1,1,2,1.172940209689867,0.3289763204217276,0,0,1,0,0,0,0,1
14,101,2012,51913,-0.1325479762235964,2,5,1,1,1,2,1.172940209689867,-0.07234386937126451,0,0,0,1,0,0,0,1
12,108,2011,102729,-0.5873762808183293,2,8,0,2,1,1,1.4391650189628349,0.7694591426942808,1,1,1,0,0,0,0,1
12,40,2018,124733,-0.6498114612442949,0,3,1,2,1,4,-0.4244086459479412,1.0088331652660647,1,1,0,0,1,0,0,1
6,98,2012,6671,-0.1318545743418428,2,1,1,2,1,2,1.172940209689867,-2.602836645599372,0,0,1,1,0,0,0,1
28,62,2013,143887,-0.10343717475908058,3,9,0,1,1,2,0.9067154004168988,1.1850240362690743,0,0,1,0,0,0,0,0
26,77,2021,102646,-0.3974027173601096,2,2,0,2,1,2,-1.2230830737668452,0.7684622368417395,1,0,1,1,0,0,1,0
25,51,2013,81461,-0.5080434605689567,1,4,1,0,1,1,0.9067154004168988,0.4833544085399263,0,0,1,0,1,0,1,0
11,48,2011,45739,-0.5950765404655143,3,9,1,0,1,1,1.4391650189628349,-0.22850900347253236,0,0,0,0,1,0,1,1
28,105,2014,36434,-0.5753841884968565,1,2,0,1,0,1,0.6404905911439308,-0.5090336728260006,0,0,1,1,0,0,0,0
26,76,2016,139600,-0.6268495120923169,1,3,0,1,1,1,0.10804097259799482,1.1477180766815198,1,0,0,1,1,0,1,0
1,10,2011,41645,-0.5862262970187464,2,1,0,1,1,1,1.4391650189628349,-0.3441606600958517,0,0,1,1,0,0,1,0
7,38,2014,24657,-0.623444353533748,2,1,1,1,0,1,0.6404905911439308,-0.9905813663039723,0,0,1,0,0,0,1,1
10,42,2019,118549,-0.06322521959131602,3,9,0,0,0,2,-0.6906334552209091,0.9461173127923593,0,1,0,0,1,0,0,0
5,69,2014,121919,-0.1592945624015727,2,2,0,2,1,2,0.6404905911439308,0.9806893734889124,1,0,1,0,0,0,1,1
2,3,2016,40975,-0.4193794107946668,0,5,0,0,1,1,0.10804097259799482,-0.36416464206240995,1,1,0,0,0,0,1,1
18,20,2012,11832,-0.47560958443715345,0,6,1,1,1,1,1.172940209689867,-1.8961422070076173,1,0,0,0,1,0,1,0
5,98,2013,68216,-0.5049415174768164,2,1,1,0,1,1,0.9067154004168988,0.2644994696560448,1,0,0,0,1,0,0,0
12,108,2019,12394,-0.260132179311962,1,2,0,2,1,2,-0.6906334552209091,-1.8389121079737485,1,1,0,0,1,0,0,1
10,45,2010,65980,-0.31716507551355555,2,5,1,1,1,2,1.7053898282358029,0.22339455170987754,0,0,0,0,1,0,1,0
12,99,2022,89826,-0.6209073480763693,0,2,0,1,1,1,-1.4893078830398132,0.6039162619593622,0,1,0,0,0,0,0,0
18,67,2011,93227,-0.48519768020054416,0,8,1,2,1,1,1.4391650189628349,0.649751854425395,1,0,0,1,1,0,0,0
9,84,2013,50967,-0.4422681474656839,1,8,0,2,1,1,0.9067154004168988,-0.09502641606096963,1,0,1,0,1,0,1,0
9,84,2022,62906,-0.29588278004892843,2,9,0,0,1,2,-1.4893078830398132,0.16455063382560176,0,1,0,0,0,0,1,0
5,98,2021,93014,-0.404029941019334,1,1,0,2,1,2,-1.2230830737668452,0.6469306947377566,0,1,1,1,0,0,0,0
10,78,2017,115009,0.04002149882905913,3,9,1,0,0,2,-0.15818383667497318,0.9087264152455415,0,0,0,0,0,0,1,0
13,60,2020,64135,-0.5631402103777923,2,6,1,1,1,1,-0.9568582644938772,0.18841459456054574,0,1,1,0,0,0,1,0
5,31,2012,24661,-0.34776677195600597,2,7,1,2,1,2,1.172940209689867,-0.990381304233227,1,0,0,1,1,0,0,1
5,98,2011,91794,-0.539106719370118,0,4,1,2,1,1,1.4391650189628349,0.6306464167473558,0,0,1,1,1,0,0,0
18,67,2018,133699,-0.5311421539508927,1,6,1,1,0,1,-0.4244086459479412,1.0944484403811496,0,0,1,1,1,0,1,0
5,69,2011,129143,-0.04775830479444178,1,4,1,0,0,2,1.4391650189628349,1.0516865414071654,0,0,0,1,0,0,0,0
6,69,2012,102260,-0.018536190476220207,1,8,1,1,0,2,1.172940209689867,0.763815407325714,0,1,0,1,1,0,0,1
7,82,2012,30350,-0.6062547664914074,1,5,1,2,1,1,1.172940209689867,-0.7343731605730337,0,0,0,0,0,0,1,0
18,67,2016,145381,-0.15750776697975447,3,2,0,0,0,2,0.10804097259799482,1.1977643140960479,0,0,0,0,0,0,0,1
10,44,2019,140480,-0.20578448781173306,0,0,1,1,1,2,-0.6906334552209091,1.1554685234462376,0,0,0,0,1,0,1,0
11,27,2016,25543,-0.10054366311783923,3,1,0,2,1,2,0.10804097259799482,-0.9470416460071597,0,0,1,1,0,0,1,0
18,67,2016,149717,-0.47154778587608903,1,5,1,1,1,1,0.10804097259799482,1.2340119057014998,0,0,0,0,0,0,0,1
11,13,2019,31267,-0.13603963881472916,2,3,1,0,1,2,-0.6906334552209091,-0.6976606073840018,1,0,0,1,0,0,1,1
10,42,2014,110637,-0.5379619339057055,3,6,1,0,0,1,0.6404905911439308,0.8609260897478699,0,0,0,1,0,0,0,0
13,46,2015,10303,-0.4649703666256816,1,3,1,0,1,1,0.3742657818709628,-2.066793117474491,0,1,0,0,1,0,0,0
23,68,2014,114254,-0.315306997531618,2,1,1,1,1,2,0.6404905911439308,0.9006030010555454,1,1,1,0,0,0,1,0
16,93,2011,86559,-0.2567051379412692,3,8,0,1,1,2,1.4391650189628349,0.5582221684788077,0,0,1,0,0,0,1,0
26,74,2017,18253,-0.1399040874058565,0,3,1,0,1,2,-0.15818383667497318,-1.3614806947806044,0,0,0,1,0,0,0,0
27,29,2015,133132,-0.3214341849263205,0,9,1,0,1,2,0.3742657818709628,1.0892067422198783,0,0,1,1,0,0,1,0
28,62,2016,18015,-0.5629996374339065,0,1,0,2,1,1,0.10804097259799482,-1.3776675868241803,1,0,0,1,0,0,0,1
27,23,2017,39685,-0.1853101443691385,2,1,1,2,0,2,-0.15818383667497318,-0.40361814688235076,0,1,0,0,0,0,1,1
23,68,2013,127342,-0.48498476635285176,3,2,0,1,1,1,0.9067154004168988,1.0343651279565873,0,1,1,1,0,0,0,0
13,117,2015,77478,-0.29535161602889587,1,3,1,1,1,2,0.3742657818709628,0.421525278567131,1,0,1,0,0,0,0,0
18,20,2020,41681,-0.1335443756774901,3,3,1,0,0,2,-0.9568582644938772,-0.3430949492028423,1,0,1,1,1,0,0,0
12,99,2020,145151,-0.2966297216701603,3,7,1,1,1,2,-0.9568582644938772,1.195811509454582,0,0,1,0,1,0,0,1
22,64,2022,52990,-0.12371578687502459,1,0,0,0,1,2,-1.4893078830398132,-0.047018102233753536,0,1,0,1,0,0,0,1
22,64,2014,126572,-0.1773418124914963,3,6,0,0,1,2,0.6404905911439308,1.0268846417954764,0,0,0,0,0,0,1,0
18,67,2014,113293,-0.6239856340743216,0,8,0,0,1,1,0.6404905911439308,0.8901851324951758,0,1,1,0,1,0,1,0
13,46,2020,51353,-0.47867081242508586,2,6,1,0,1,1,-0.9568582644938772,-0.08572073465315608,1,0,0,0,1,0,0,0
13,117,2012,118694,-0.29933372753585324,3,4,1,0,1,2,1.172940209689867,0.9476249568604492,1,0,0,0,0,0,0,0
20,54,2010,89466,-0.23021504446870011,0,6,0,2,1,2,1.7053898282358029,0.598963298050528,0,1,0,1,0,0,0,0
28,57,2011,105545,-0.37225734292559753,1,8,0,1,1,2,1.4391650189628349,0.8028131272402583,1,0,0,1,0,0,0,1
9,106,2015,118682,-0.15674507471423413,0,7,1,0,1,2,0.3742657818709628,0.9475002562397193,0,0,0,0,0,0,1,1
27,29,2013,39394,-0.5359467541417061,2,2,0,1,1,1,0.9067154004168988,-0.4126953202883574,0,0,0,0,0,0,0,1
22,64,2019,17736,-0.3215011718561792,2,0,0,1,1,2,-0.6906334552209091,-1.396917481843889,0,1,1,0,0,0,1,1
13,118,2013,7439,-0.48556112787388567,2,5,1,2,1,1,0.9067154004168988,-2.4684581443532605,1,0,1,1,0,0,1,0
28,62,2022,32856,-0.3753935265487994,0,3,0,0,1,2,-1.4893078830398132,-0.636522320045323,1,0,1,0,1,0,0,0
13,118,2021,131003,-0.4690395113370466,2,6,0,1,1,1,-1.2230830737668452,1.0693236621690934,1,0,1,0,0,0,0,0
2,0,2014,65597,-0.3983589620093946,1,3,1,1,1,2,0.6404905911439308,0.21621427378954994,0,0,1,0,0,0,1,0
28,85,2022,86974,-0.41559166099311745,2,0,0,1,1,1,-1.4893078830398132,0.5641213217458648,0,1,0,0,0,0,1,0
23,104,2014,29366,-0.44549646924519704,1,8,0,0,1,1,0.6404905911439308,-0.7750228272198378,1,1,0,1,0,0,0,1
5,98,2012,20373,-0.10430377147249512,0,0,1,2,1,2,1.172940209689867,-1.2259623502611838,1,1,0,0,1,0,0,1
9,4,2020,39250,-0.3003760715568805,3,0,1,0,0,2,-0.9568582644938772,-0.4172119467414029,0,1,0,0,0,0,0,0
12,40,2021,142577,-0.22423054670525822,0,7,0,0,1,2,-1.2230830737668452,1.1737435174501258,0,1,0,1,1,0,0,1
6,107,2010,8052,-0.29378053595276593,0,5,1,0,1,2,1.7053898282358029,-2.370806497804693,0,0,0,0,0,0,1,0
13,46,2013,91742,-0.11070463409364659,2,5,0,2,1,2,0.9067154004168988,0.6299475325902316,0,0,1,0,1,0,1,1
